FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
359a,,1930,Person,1930-359a,21.400000000000002,linens,,20070517130622,19300814,digitised,JA70003000,,1828720,214463.196,2114.5663,,
109,,1930,Lightning,1930-109,1381.7,linens,,20070517130615,19300715,digitised,JA70003000,,1828477,13817662.8668,14177.5198,,
10a,,1930,Person,1930-10a,156,linens,,20070517130618,19300511,digitised,JA70003000,,1828478,1560504.9832,5955.1279,,
10a,,1930,Person,1930-10a,12.5,linens,,20070517130620,19300412,digitised,JA70003000,,1828479,125844.3682,1443.6934,,
110,,1930,Person,1930-110,12.1,linens,,20070517130618,19300710,digitised,JA70003000,,1828480,121097.4392,1367.3477,,
110,,1930,Person,1930-110,10323.800000000001,linens,,20070517130648,19300717,digitised,JA70003000,,1828481,103238633.1872,60829.9126,,
110,,1930,Person,1930-110,2944.7000000000003,linens,,20070517130648,19300807,digitised,JA70003000,,1828482,29447146.1869,31518.4548,,
17,,1930,Person,1930-17,193.8,linens,,20070517130648,19300514,digitised,JA70003000,,1828572,1938388.3138,6526.361,,
170,,1930,Lightning,1930-170,203.3,linens,,20070517130616,19300804,digitised,JA70003000,,1828573,2033535.1992,5865.1245,,
171,,1930,Lightning,1930-171,89.4,linens,,20070517130611,19300714,digitised,JA70003000,,1828574,894306.0614,4584.747,,
172,,1930,Person,1930-172,181.3,linens,,20070517130616,19300731,digitised,JA70003000,,1828575,1813755.0826,5353.5535,,
172,,1930,Lightning,1930-172,159.3,linens,,20070517130621,19300714,digitised,JA70003000,,1828576,1593715.4018,6111.6612000000005,,
246,,1930,Lightning,1930-246,244.20000000000002,linens,,20070517130611,19300713,digitised,JA70003000,,1828653,2442685.0995,6757.539500000001,,
246,,1930,Person,1930-246,1.5,linens,,20070517130622,19300828,digitised,JA70003000,,1828654,15803.7639,471.706,,
247,,1930,Lightning,1930-247,6.7,linens,,20070517130611,19300713,digitised,JA70003000,,1828655,67900.6146,1042.1372000000001,,
25,,1930,Person,1930-25,36.9,linens,,20070517130619,19300410,digitised,JA70003000,,1828656,369055.6787,2647.8491,,
250,,1930,Lightning,1930-250,38.7,linens,,20070517130611,19300713,digitised,JA70003000,,1828657,387068.3064,2800.4575,,
256a,,1930,Person,1930-256a,43.1,linens,,20070517130611,19300719,digitised,JA70003000,,1828658,431735.3583,2722.5754,,
257,,1930,Lightning,1930-257,20,linens,,20070517130611,19300713,digitised,JA70003000,,1828659,200481.9481,1970.8569,,
25a,,1930,Person,1930-25a,39.9,linens,,20070517130614,19300513,digitised,JA70003000,,1828660,399605.8297,2425.2464,,
362,,1930,Person,1930-362,85.60000000000001,linens,,20070517130610,19300729,digitised,JA70003000,,1828721,856147.7268,3428.9799000000003,,
368,,1930,Lightning,1930-368,41.5,linens,,20070517130618,19300731,digitised,JA70003000,,1828722,415113.5127,3583.7551000000003,,
37,,1930,Person,1930-37,39.6,linens,,20070517130619,19300516,digitised,JA70003000,,1828723,396179.2706,2438.4942,,
370,,1930,Person,1930-370,183.3,linens,,20070517130612,19300818,digitised,JA70003000,,1828724,1833552.9456,7491.049800000001,,
370,,1930,Lightning,1930-370,626.2,linens,,20070517130620,19300723,digitised,JA70003000,,1828725,6262171.0157,20891.5708,,
372,,1930,Lightning,1930-372,253,linens,,20070517130623,19300723,assumed_shape,JA70003000,,1828726,2530245.5753,9546.6864,,
111,,1930,Person,1930-111,48,linens,,20070517130618,19300719,digitised,JA70003000,,1828483,480757.7947,3429.8941,,
112,,1930,Lightning,1930-112,745.2,linens,,20070517130622,19300806,digitised,JA70003000,,1828484,7452638.7559,12117.3461,,
113,,1930,Person,1930-113,142.4,linens,,20070517130616,19300806,digitised,JA70003000,,1828485,1424097.1400000001,4614.5157,,
113,,1930,Person,1930-113,8.6,linens,,20070517130618,19300710,digitised,JA70003000,,1828486,86977.8728,1075.0030000000002,,
114,,1930,Person,1930-114,2549.1,linens,,20070517130615,20070516,digitised,JA70003000,,1828487,25491163.6725,26449.0379,,
115,,1930,Lightning,1930-115,24.400000000000002,linens,,20070517130612,19300713,digitised,JA70003000,,1828488,244760.6516,1869.6093,,
172,,1930,Person,1930-172,1623.4,linens,,20070517130648,19300824,digitised,JA70003000,,1828577,16233997.6748,27399.2991,,
173,,1930,Person,1930-173,9.3,linens,,20070517130615,19300823,digitised,JA70003000,,1828578,93048.1019,1120.1389000000001,,
173,,1930,Person,1930-173,81,linens,,20070517130616,19300904,digitised,JA70003000,,1828579,810495.3315,3254.9529,,
173,,1930,Person,1930-173,46,linens,,20070517130619,19300831,digitised,JA70003000,,1828580,460547.415,2903.7413,,
174,,1930,Person,1930-174,16.6,linens,,20070517130614,19300812,digitised,JA70003000,,1828581,166839.0709,1683.1774,,
25a,,1930,Person,1930-25a,351.40000000000003,linens,,20070517130617,19300513,digitised,JA70003000,,1828661,3514879.5072,8575.2551,,
26,,1930,Person,1930-26,7.8,linens,,20070517130614,19300512,digitised,JA70003000,,1828662,78040.3305,1062.0622,,
260,,1930,Person,1930-260,201.6,linens,,20070517130612,19300804,digitised,JA70003000,,1828663,2016936.888,7666.6758,,
260,,1930,Lightning,1930-260,6,linens,,20070517130620,19300723,digitised,JA70003000,,1828664,60807.1169,915.8202,,
263,,1930,Person,1930-263,210.70000000000002,linens,,20070517130615,19300824,digitised,JA70003000,,1828665,2107775.9327,5686.0115000000005,,
374,,1930,Lightning,1930-374,738.8000000000001,linens,,20070517130609,19300810,digitised,JA70003000,,1828727,7388527.9784,11209.4652,,
376,,1930,Lightning,1930-376,349.2,linens,,20070517130620,19300731,digitised,JA70003000,,1828728,3492044.0376,6784.4017,,
38,,1930,Person,1930-38,95.9,linens,,20070517130616,19300505,digitised,JA70003000,,1828729,959727.8743,4465.0936,,
380,,1930,Person,1930-380,166.20000000000002,linens,,20070517130625,19300814,assumed_shape,JA70003000,,1828730,1661998.6293,4847.5611,,
381,,1930,Lightning,1930-381,15.9,linens,,20070517130612,19300702,digitised,JA70003000,,1828731,159237.0576,1509.4324000000001,,
385,,1930,Lightning,1930-385,89.5,linens,,20070517130612,19300825,digitised,JA70003000,,1828732,895968.3674,4335.6598,,
39,,1930,Person,1930-39,5.8,linens,,20070517130619,19300515,digitised,JA70003000,,1828733,58906.1706,907.1367,,
390,,1930,Person,1930-390,69.8,linens,,20070517130620,19300803,assumed_shape,JA70003000,,1828734,698929.3606,3612.0112000000004,,
115,,1930,Lightning,1930-115,82.5,linens,,20070517130612,19300713,digitised,JA70003000,,1828489,825631.1811,5011.573600000001,,
115,,1930,Person,1930-115,261.8,linens,,20070517130615,19300806,digitised,JA70003000,,1828490,2618043.2994,10473.7051,,
116,,1930,Person,1930-116,15.3,linens,,20070517130615,19300806,digitised,JA70003000,,1828491,153377.2062,1929.3144000000002,,
116,,1930,Person,1930-116,73.2,linens,,20070517130622,19300812,digitised,JA70003000,,1828492,732381.3209,3720.5625,,
174,,1930,Person,1930-174,1009.4,linens,,20070517130615,19300829,digitised,JA70003000,,1828582,10094320.3892,12844.2521,,
174,,1930,Person,1930-174,1587.4,linens,,20070517130648,19300805,digitised,JA70003000,,1828583,15874289.7055,25449.469100000002,,
175,,1930,Lightning,1930-175,112.9,linens,,20070517130619,19300714,digitised,JA70003000,,1828584,1129382.7393,4995.8667000000005,,
264,,1930,Lightning,1930-264,55.1,linens,,20070517130615,19300829,digitised,JA70003000,,1828666,551728.5827,3654.4269000000004,,
266,,1930,Lightning,1930-266,60.2,linens,,20070517130617,19300713,digitised,JA70003000,,1828667,602971.063,2802.7637,,
26a,,1930,Person,1930-26a,16.1,linens,,20070517130616,19300513,digitised,JA70003000,,1828668,161193.2115,2227.7324000000003,,
27,,1930,Person,1930-27,112.8,linens,,20070517130619,19300512,digitised,JA70003000,,1828669,1128289.1933,5235.8853,,
271,,1930,Person,1930-271,286,linens,,20070517130617,19300907,digitised,JA70003000,,1828670,2860401.1178,6610.563700000001,,
276,,1930,Person,1930-276,357.40000000000003,linens,,20070517130611,19300721,digitised,JA70003000,,1828671,3574038.7591,7939.3653,,
279,,1930,Lightning,1930-279,126.10000000000001,linens,,20070517130611,19300723,digitised,JA70003000,,1828672,1261913.6764,4396.9761,,
392,,1930,Lightning,1930-392,35.5,linens,,20070517130621,19300723,digitised,JA70003000,,1828735,355387.6832,2407.8737,,
393,,1930,Lightning,1930-393,49,linens,,20070517130621,19300729,digitised,JA70003000,,1828736,490040.4958,3070.6235,,
394,,1930,Lightning,1930-394,161.8,linens,,20070517130621,19300729,digitised,JA70003000,,1828737,1618208.1091,5241.941,,
395,,1930,Lightning,1930-395,288.5,linens,,20070517130621,19300723,digitised,JA70003000,,1828738,2885734.2416,6565.595700000001,,
396,,1930,Lightning,1930-396,146.6,linens,,20070517130611,19300815,digitised,JA70003000,,1828739,1466856.5396,4995.736800000001,,
397,,1930,Lightning,1930-397,25.3,linens,,20070517130611,19300815,digitised,JA70003000,,1828740,253486.60080000001,2206.0962,,
3a,,1930,Person,1930-3a,43.4,linens,,20070517130610,19300406,digitised,JA70003000,,1828741,434102.9141,2783.565,,
116,,1930,Person,1930-116,1660.9,linens,,20070517130648,19300719,digitised,JA70003000,,1828493,16609776.8284,20155.813,,
117,,1930,Person,1930-117,48.6,linens,,20070517130615,19300806,digitised,JA70003000,,1828494,486292.3278,3177.4897,,
117,,1930,Lightning,1930-117,774.1,linens,,20070517130622,19300807,digitised,JA70003000,,1828495,7741350.3733,12962.1443,,
118,,1930,Person,1930-118,2.5,linens,,20070517130609,19300807,digitised,JA70003000,,1828496,25845.3777,584.4495000000001,,
118,,1930,Lightning,1930-118,201.8,linens,,20070517130622,19300807,digitised,JA70003000,,1828497,2018632.7259,5240.7589,,
119,,1930,Person,1930-119,11.5,linens,,20070517130615,19300806,digitised,JA70003000,,1828498,115919.3691,1450.928,,
175,,1930,Person,1930-175,2931.1,linens,,20070517130648,19300827,digitised,JA70003000,,1828585,29311544.8362,28242.3375,,
175a,,1930,Lightning,1930-175a,759.6,linens,,20070517130613,19300809,digitised,JA70003000,,1828586,7596019.5578,12731.6833,,
176,,1930,Person,1930-176,82.8,linens,,20070517130617,20070516,digitised,JA70003000,,1828587,828237.7682,4021.3116,,
279,,1930,Person,1930-279,722.9,linens,,20070517130648,19300901,digitised,JA70003000,,1828673,7229941.5472,18680.1516,,
27a,,1930,Person,1930-27a,2034.1000000000001,linens,,20070517130648,19300514,digitised,JA70003000,,1828674,20341501.1219,23659.0951,,
28,,1930,Person,1930-28,233.1,linens,,20070517130617,19300515,digitised,JA70003000,,1828675,2331590.2551,8203.408000000001,,
4,,1930,Person,1930-4,52.7,linens,,20070517130621,19300514,digitised,JA70003000,,1828742,527512.1163,3161.2452000000003,,
40,,1930,Person,1930-40,152.5,linens,,20070517130616,19300515,digitised,JA70003000,,1828743,1525579.697,5906.881,,
40,,1930,Person,1930-40,16.2,linens,,20070517130619,19300512,digitised,JA70003000,,1828744,162802.1503,1838.8648,,
401,,1930,Lightning,1930-401,508.3,linens,,20070517130613,19300803,digitised,JA70003000,,1828745,5083392.1331,15627.4992,,
402,,1930,Lightning,1930-402,241.3,linens,,20070517130614,19300823,digitised,JA70003000,,1828746,2413003.9335,7966.222900000001,,
405a,,1930,Lightning,1930-405a,3.9,linens,,20070517130621,19300805,digitised,JA70003000,,1828747,39033.0814,748.8259,,
11a,,1930,Person,1930-11a,190.1,linens,,20070517130616,19300514,digitised,JA70003000,,1828499,1901366.8397,5997.5698,,
12,,1930,Person,1930-12,811,linens,,20070517130617,19300512,digitised,JA70003000,,1828500,8110227.8441,12629.493699999999,,
12,,1930,Person,1930-12,24.8,linens,,20070517130620,19300411,digitised,JA70003000,,1828501,248005.5928,2159.2988,,
121,,1930,Lightning,1930-121,234.1,linens,,20070517130622,19300731,digitised,JA70003000,,1828502,2341300.3507,6273.444100000001,,
122,,1930,Person,1930-122,105.10000000000001,linens,,20070517130610,19300725,digitised,JA70003000,,1828503,1051272.8478,4706.801100000001,,
122,,1930,Person,1930-122,336.1,linens,,20070517130616,19300809,digitised,JA70003000,,1828504,3361579.8015,6900.777300000001,,
176,,1930,Person,1930-176,549.8000000000001,linens,,20070517130617,19300807,digitised,JA70003000,,1828588,5498587.2672,9030.704300000001,,
178,,1930,Person,1930-178,153.20000000000002,linens,,20070517130615,19300915,digitised,JA70003000,,1828589,1532355.6384,4603.5451,,
178,,1930,Person,1930-178,82.5,linens,,20070517130622,19300829,digitised,JA70003000,,1828590,825227.2462,4908.6785,,
18,,1930,Person,1930-18,52.5,linens,,20070517130614,19300513,digitised,JA70003000,,1828591,525106.5197,3205.2278,,
18,,1930,Person,1930-18,15.8,linens,,20070517130616,19300515,digitised,JA70003000,,1828592,158289.95,1631.7781,,
18,,1930,Person,1930-18,45,linens,,20070517130616,19300515,digitised,JA70003000,,1828593,450979.0002,2986.3435,,
28,,1930,Person,1930-28,46.1,linens,,20070517130622,19300516,digitised,JA70003000,,1828676,461098.511,2883.8907,,
280a,,1930,Lightning,1930-280a,763.4,linens,,20070517130648,19300804,digitised,JA70003000,,1828677,7634612.2038,13485.9525,,
283,,1930,Person,1930-283,325.40000000000003,linens,,20070517130613,19300503,digitised,JA70003000,,1828678,3254402.8055,7341.9732,,
283a,,1930,Lightning,1930-283a,189.9,linens,,20070517130611,19300721,digitised,JA70003000,,1828679,1899026.2972,9458.0833,,
406,,1930,Person,1930-406,35.6,linens,,20070517130613,19300803,digitised,JA70003000,,1828748,356597.1116,2705.542,,
409,,1930,Person,1930-409,127.9,linens,,20070517130626,19300901,assumed_shape,JA70003000,,1828749,1279285.0803,5049.3352,,
40a,,1930,Person,1930-40a,307.40000000000003,linens,,20070517130615,19300508,digitised,JA70003000,,1828750,3074854.1811,7223.3872,,
41,,1930,Person,1930-41,203.1,linens,,20070517130617,19300605,digitised,JA70003000,,1828751,2031245.2575,7724.3525,,
41,,1930,Person,1930-41,14.3,linens,,20070517130617,19300605,digitised,JA70003000,,1828752,143149.0739,3488.6984,,
41,,1930,Person,1930-41,2208.2000000000003,linens,,20070517130648,19300605,digitised,JA70003000,,1828753,22082241.801,40412.5803,,
410,,1930,Lightning,1930-410,46.9,linens,,20070517130619,19300804,digitised,JA70003000,,1828754,469482.5907,3691.9366,,
123,,1930,Person,1930-123,545.7,linens,,20070517130648,19300729,digitised,JA70003000,,1828505,5457508.2423,10373.3958,,
124,,1930,Person,1930-124,66.2,linens,,20070517130610,19300712,digitised,JA70003000,,1828506,662773.0947,3494.369,,
125,,1930,Lightning,1930-125,33,linens,,20070517130616,19300715,digitised,JA70003000,,1828507,330261.3972,2126.674,,
126,,1930,Lightning,1930-126,1886.7,linens,,20070517130613,19300829,digitised,JA70003000,,1828508,18867055.7727,24593.9545,,
126,,1930,Lightning,1930-126,0.4,linens,,20070517130618,19300807,digitised,JA70003000,,1828509,4211.4857,260.8967,,
126,,1930,Lightning,1930-126,1.2,linens,,20070517130618,19300807,digitised,JA70003000,,1828510,12402.8825,513.3956000000001,,
126,,1930,Lightning,1930-126,1.2,linens,,20070517130618,19300807,digitised,JA70003000,,1828511,12527.4288,423.84200000000004,,
126,,1930,Lightning,1930-126,29901.4,linens,,20070517130648,19300807,digitised,JA70003000,,1828512,299014502.8119,157664.1893,,
129,,1930,Lightning,1930-129,115.2,linens,,20070517130609,19300903,digitised,JA70003000,,1828513,1152020.0943,5186.9609,,
180,,1930,Lightning,1930-180,714.4,linens,,20070517130615,19300824,digitised,JA70003000,,1828594,7144507.7438,12265.1242,,
181a,,1930,Person,1930-181a,17.8,linens,,20070517130615,19300904,digitised,JA70003000,,1828595,178824.9034,1512.8974,,
182,,1930,Person,1930-182,78.9,linens,,20070517130610,19300904,digitised,JA70003000,,1828596,789822.7536,3866.5348000000004,,
182,,1930,Person,1930-182,13.8,linens,,20070517130616,19300715,digitised,JA70003000,,1828597,138058.0774,1335.037,,
284,,1930,Person,1930-284,427.7,linens,,20070517130613,19300507,digitised,JA70003000,,1828680,4277095.3541,9314.145700000001,,
284,,1930,Person,1930-284,13.700000000000001,linens,,20070517130623,19300506,assumed_shape,JA70003000,,1828681,137856.9024,1753.3928,,
285,,1930,Person,1930-285,532.8,linens,,20070517130613,19300428,digitised,JA70003000,,1828682,5328772.941,9133.599,,
28a,,1930,Person,1930-28a,53,linens,,20070517130619,19300511,digitised,JA70003000,,1828683,530587.2199,2646.7265,,
29,,1930,Person,1930-29,40.1,linens,,20070517130618,19300514,digitised,JA70003000,,1828684,401034.5393,4438.3507,,
292,,1930,Person,1930-292,12.3,linens,,20070517130612,19300804,digitised,JA70003000,,1828685,123927.151,1429.7605,,
293,,1930,Lightning,1930-293,2015.2,linens,,20070517130621,19300723,digitised,JA70003000,,1828686,20152253.108,25038.0664,,
297,,1930,Person,1930-297,27.8,linens,,20070517130614,19300807,digitised,JA70003000,,1828687,278682.2671,2327.5355,,
411,,1930,Lightning,1930-411,1561.5,linens,,20070517130619,19300805,digitised,JA70003000,,1828755,15615883.8099,29226.342,,
411,,1930,Person,1930-411,18.2,linens,,20070517130622,19300831,digitised,JA70003000,,1828756,182013.8537,1657.6264,,
412,,1930,Lightning,1930-412,526.7,linens,,20070517130619,19300803,digitised,JA70003000,,1828757,5267813.4305,9857.7312,,
415,,1930,Lightning,1930-415,11343.6,linens,,20070517130648,19300831,digitised,JA70003000,,1828758,113436031.5835,45116.2582,,
12a,,1930,Person,1930-12a,428.1,linens,,20070517130614,19300513,digitised,JA70003000,,1828514,4281204.5441,11650.229299999999,,
13,,1930,Person,1930-13,30.400000000000002,linens,,20070517130614,19300514,digitised,JA70003000,,1828515,304507.0805,2458.5696000000003,,
13,,1930,Person,1930-13,0.3,linens,,20070517130614,19300514,digitised,JA70003000,,1828516,3396.2181,486.5833,,
131,,1930,Person,1930-131,46504.700000000004,linens,,20070517130649,19300808,digitised,JA70003000,,1828517,465047917.0355,153104.2193,,
132,,1930,Lightning,1930-132,1060.6,linens,,20070517130617,19300808,digitised,JA70003000,,1828518,10606102.5041,13908.980800000001,,
133,,1930,Person,1930-133,18.2,linens,,20070517130610,19300705,digitised,JA70003000,,1828519,182038.9681,1655.4287000000002,,
133,,1930,Lightning,1930-133,358.2,linens,,20070517130617,19300730,digitised,JA70003000,,1828520,3582793.1829,7908.900000000001,,
183,,1930,Person,1930-183,1084.5,linens,,20070517130615,19300713,digitised,JA70003000,,1828598,10845930.0635,15477.996500000001,,
184,,1930,Person,1930-184,127.10000000000001,linens,,20070517130617,19300515,digitised,JA70003000,,1828599,1271579.8139,4629.874,,
184,,1930,Person,1930-184,44.7,linens,,20070517130622,19300817,digitised,JA70003000,,1828600,447981.9658,2964.4003000000002,,
185,,1930,Person,1930-185,21,linens,,20070517130622,19300715,digitised,JA70003000,,1828601,210316.3399,2891.7467,,
186,,1930,Lightning,1930-186,64.6,linens,,20070517130610,19300712,digitised,JA70003000,,1828602,646432.3847,3550.3473000000004,,
187,,1930,Lightning,1930-187,93.2,linens,,20070517130620,19300907,digitised,JA70003000,,1828603,932446.5282,5701.8539,,
19,,1930,Person,1930-19,82,linens,,20070517130612,19300513,digitised,JA70003000,,1828604,820863.0978,3537.7523,,
298,,1930,Lightning,1930-298,65.4,linens,,20070517130620,19300723,digitised,JA70003000,,1828688,654707.2119,3011.4228000000003,,
298,,1930,Person,1930-298,795.7,linens,,20070517130625,19300809,assumed_shape,JA70003000,,1828689,7957202.9972,17990.167,,
29a,,1930,Person,1930-29a,144.5,linens,,20070517130610,19300511,digitised,JA70003000,,1828690,1445237.1295,5337.752100000001,,
2a,,1930,Person,1930-2a,64.2,linens,,20070517130622,19300427,digitised,JA70003000,,1828691,642025.226,3830.1789000000003,,
3,,1930,Person,1930-3,49.7,linens,,20070517130613,19300421,digitised,JA70003000,,1828692,497325.8961,4323.587100000001,,
30,,1930,Lightning,1930-30,82,linens,,20070517130622,19300713,digitised,JA70003000,,1828693,820046.2405,4113.417100000001,,
300,,1930,Person,1930-300,36.800000000000004,linens,,20070517130613,19300806,digitised,JA70003000,,1828694,368046.0205,2722.7105,,
416,,1930,Lightning,1930-416,115.3,linens,,20070517130620,19300728,digitised,JA70003000,,1828759,1153217.7007,4938.8052,,
417,,1930,Person,1930-417,239.3,linens,,20070517130612,19300828,digitised,JA70003000,,1828760,2393005.4486,6445.9683,,
418,,1930,Person,1930-418,18.7,linens,,20070517130619,19300807,digitised,JA70003000,,1828761,187005.217,1720.7486000000001,,
419,,1930,Lightning,1930-419,6730.7,linens,,20070517130610,19300804,digitised,JA70003000,,1828762,67307129.1239,33387.958,,
134,,1930,Person,1930-134,35.7,linens,,20070517130615,19300807,digitised,JA70003000,,1828521,357197.0708,3095.4547000000002,,
134,,1930,Person,1930-134,131.6,linens,,20070517130617,19300808,digitised,JA70003000,,1828522,1316002.7251,5111.9265000000005,,
134,,1930,Person,1930-134,22.7,linens,,20070517130618,19300721,digitised,JA70003000,,1828523,227034.2827,2092.1706,,
135,,1930,Person,1930-135,11.200000000000001,linens,,20070517130616,19300721,digitised,JA70003000,,1828524,112028.2725,1219.7537,,
137,,1930,Person,1930-137,4801.3,linens,,20070517130649,19300803,digitised,JA70003000,,1828525,48013170.6916,45438.7122,,
138,,1930,Lightning,1930-138,33.4,linens,,20070517130622,19300715,digitised,JA70003000,,1828526,334426.889,2318.2195,,
19,,1930,Person,1930-19,10,linens,,20070517130615,19300514,digitised,JA70003000,,1828605,100463.0865,1149.9811,,
192,,1930,Lightning,1930-192,225.5,linens,,20070517130619,19300714,digitised,JA70003000,,1828606,2255557.6355,6649.904600000001,,
193,,1930,Person,1930-193,0.8,linens,,20070517130614,19300813,digitised,JA70003000,,1828607,8891.4028,381.5919,,
193,,1930,Person,1930-193,0.7000000000000001,linens,,20070517130614,19300813,digitised,JA70003000,,1828608,7416.788600000001,318.3256,,
193,,1930,Person,1930-193,0.7000000000000001,linens,,20070517130614,19300813,digitised,JA70003000,,1828609,7428.7415,330.8698,,
193,,1930,Person,1930-193,166.9,linens,,20070517130614,19300813,digitised,JA70003000,,1828610,1669567.5601,6135.154500000001,,
193,,1930,Person,1930-193,37.1,linens,,20070517130614,19300813,digitised,JA70003000,,1828611,371588.0712,2668.6763,,
193,,1930,Lightning,1930-193,27,linens,,20070517130619,19300714,digitised,JA70003000,,1828612,270979.1184,2346.5875,,
194,,1930,Person,1930-194,1.2,linens,,20070517130614,19300813,digitised,JA70003000,,1828613,12494.8848,481.0719,,
304,,1930,Person,1930-304,72.3,linens,,20070517130614,19300810,digitised,JA70003000,,1828695,723156.7351,3223.6291,,
306,,1930,Lightning,1930-306,175.1,linens,,20070517130620,19300723,digitised,JA70003000,,1828696,1751081.762,6102.3161,,
307,,1930,Person,1930-307,3,linens,,20070517130620,19300723,digitised,JA70003000,,1828697,30834.5868,630.8506,,
308,,1930,Person,1930-308,24.6,linens,,20070517130612,19300811,digitised,JA70003000,,1828698,246836.9259,1988.736,,
30a,,1930,Person,1930-30a,27,linens,,20070517130626,19300513,assumed_shape,JA70003000,,1828699,270482.2951,2071.8576000000003,,
42,,1930,Person,1930-42,477.7,linens,,20070517130617,19300510,digitised,JA70003000,,1828763,4777937.9595,8617.3534,,
420,,1930,Lightning,1930-420,15.5,linens,,20070517130623,19300806,assumed_shape,JA70003000,,1828764,155296.5438,1910.3546000000001,,
423,,1930,Person,1930-423,9,linens,,20070517130614,19300901,digitised,JA70003000,,1828765,90468.1031,1301.1616000000001,,
426,,1930,Person,1930-426,87.5,linens,,20070517130620,19300808,digitised,JA70003000,,1828766,875878.7122,4277.0132,,
427,,1930,Lightning,1930-427,68,linens,,20070517130620,19300804,digitised,JA70003000,,1828767,680445.1957,3793.003,,
428,,1930,Lightning,1930-428,19.8,linens,,20070517130620,19300804,digitised,JA70003000,,1828768,198820.1727,1844.3895,,
138,,1930,Lightning,1930-138,395.6,linens,,20070517130622,19300729,digitised,JA70003000,,1828527,3956568.0196,11172.5192,,
139,,1930,Person,1930-139,14.9,linens,,20070517130616,19300822,digitised,JA70003000,,1828528,149921.5583,1422.8034,,
13a,,1930,Person,1930-13a,13.8,linens,,20070517130616,19300513,digitised,JA70003000,,1828529,138156.4633,1352.0178,,
14,,1930,Person,1930-14,199.70000000000002,linens,,20070517130612,19300508,digitised,JA70003000,,1828530,1997883.1682,6937.0650000000005,,
194,,1930,Person,1930-194,588.6,linens,,20070517130614,19300813,digitised,JA70003000,,1828614,5886142.4299,13219.0285,,
196,,1930,Lightning,1930-196,46.300000000000004,linens,,20070517130619,19300714,digitised,JA70003000,,1828615,463017.7578,3046.3972000000003,,
197,,1930,Person,1930-197,31.3,linens,,20070517130620,19300910,digitised,JA70003000,,1828616,313415.2053,2551.1675,,
204,,1930,Lightning,1930-204,364.2,linens,,20070517130618,19300701,digitised,JA70003000,,1828617,3642883.5875,8428.7035,,
205,,1930,Lightning,1930-205,217.4,linens,,20070517130611,19300713,digitised,JA70003000,,1828618,2174894.1577,7382.6538,,
31,,1930,Person,1930-31,190.9,linens,,20070517130615,19300513,digitised,JA70003000,,1828700,1909834.4446,10294.6776,,
313,,1930,Person,1930-313,50.4,linens,,20070517130622,19300812,digitised,JA70003000,,1828701,504516.5219,2924.18,,
31a,,1930,Person,1930-31a,468,linens,,20070517130616,19300513,digitised,JA70003000,,1828702,4680181.2024,9123.204,,
31a,,1930,Person,1930-31a,127,linens,,20070517130617,19300516,digitised,JA70003000,,1828703,1270255.7603,7724.4179,,
429,,1930,Lightning,1930-429,237.1,linens,,20070517130621,19300805,digitised,JA70003000,,1828769,2371228.8192,6743.944600000001,,
43,,1930,Person,1930-43,270,linens,,20070517130614,19300514,digitised,JA70003000,,1828770,2700952.5988,11257.9976,,
43,,1930,Person,1930-43,136.70000000000002,linens,,20070517130614,19300514,digitised,JA70003000,,1828771,1367558.9436,5343.0234,,
43,,1930,Person,1930-43,119.60000000000001,linens,,20070517130614,19300514,digitised,JA70003000,,1828772,1196133.3784,4565.2882,,
431,,1930,Lightning,1930-431,236.8,linens,,20070517130625,19300805,assumed_shape,JA70003000,,1828773,2368855.5489,5472.2889000000005,,
14,,1930,Person,1930-14,155,linens,,20070517130621,19300408,digitised,JA70003000,,1828531,1550564.0661,4833.028,,
140,,1930,Person,1930-140,28.7,linens,,20070517130609,19300923,digitised,JA70003000,,1828532,287575.4584,2074.7866,,
140a,,1930,Person,1930-140a,13.4,linens,,20070517130616,19300822,digitised,JA70003000,,1828533,134534.8107,1378.1143,,
141,,1930,Person,1930-141,19.1,linens,,20070517130616,19300822,digitised,JA70003000,,1828534,191931.6153,1608.8249,,
142,,1930,Person,1930-142,15.4,linens,,20070517130616,19300817,digitised,JA70003000,,1828535,154156.939,1509.9975000000002,,
143,,1930,Person,1930-143,12.200000000000001,linens,,20070517130616,19300822,digitised,JA70003000,,1828536,122087.5185,2198.5982,,
144,,1930,Person,1930-144,18.5,linens,,20070517130616,19300822,digitised,JA70003000,,1828537,185568.9404,2006.0844000000002,,
144,,1930,Lightning,1930-144,29.6,linens,,20070517130618,19300808,digitised,JA70003000,,1828538,296923.5991,2514.3319,,
205,,1930,Person,1930-205,1.7,linens,,20070517130617,19300814,digitised,JA70003000,,1828619,17517.6286,537.6292000000001,,
205,,1930,Person,1930-205,69.7,linens,,20070517130617,19300814,digitised,JA70003000,,1828620,697522.0694,3947.7242,,
206,,1930,Lightning,1930-206,964.9,linens,,20070517130606,19300713,digitised,JA70003000,,1828621,9649040.6873,12448.0126,,
208,,1930,Lightning,1930-208,1009.6,linens,,20070517130611,19300713,digitised,JA70003000,,1828622,10096501.0614,17555.7936,,
